shipmentId;districtName;townName;;;;;
36d11210-6261-4eb9-bc76-3e5f95351ce3;ALHUÉ;ALHUÉ;;;;;
26627e14-a0bb-476a-9768-961631149d93;COQUIMBO;COQUIMBO - TONGOY;;;;;
10a9c8fc-3f44-4da9-b054-f0435d2b161d;MACUL;;;;;;
e8c5f86d-9fb2-47f7-b097-d6ab3d78f627;SAN JOSÉ DE MAIPO;;;;;;
d1e1e97a-263c-4b63-aa95-d11ccbce7ea1;PUENTE ALTO;;;;;;
ac50e466-4c2f-4326-998d-5544547bd4d9;ÑUÑOA;;;;;;
a1d6e798-3d67-4636-b7bb-d9763a0587cd;PUNTA ARENAS;PUNTA ARENAS;;;;;
ed072f14-4a31-48b2-9fe7-9d4474427931;LO ESPEJO;;;;;;
41fd4325-5242-4e0f-845f-e5e7f8f0efd8;MOSTAZAL;MOSTAZAL - MOSTAZAL;;;;;
d47796c6-ccb1-411c-9270-d801d94731fa;VALPARAÍSO;VALPARAÍSO - RODELILLO;;;;;
5891e2e3-42a3-4a4d-8362-dd1408720371;SANTA MARÍA;SANTA MARÍA;;;;;
b525e558-1b6e-4d89-b008-95a3519afdd5;ALTO BIOBÍO;ALTO BIOBÍO;;;;;
1225d7d9-b351-4517-8e99-f50aeb68f59e;ALTO BIOBÍO;ALTO BIOBÍO;;;;;
6c038f22-d0a5-43ec-b22d-bd0efbec9536;MAIPÚ;;;;;;
329c7246-fe13-4d71-b0fa-1867b9bcac15;MACUL;;;;;;
8dae0ab1-d133-4e2b-8839-7125a6496019;MACUL;;;;;;
44b0590e-7503-4342-a65c-476e5476f20c;MACUL;;;;;;
fde00936-af7c-4bb2-a66e-6ca1fa648e30;CHÉPICA;CHÉPICA;;;;;
e5c97e0d-7727-45be-a450-858e6dacb737;CAUQUENES;CAUQUENES - CAUQUENES;;;;;
04851246-7fee-4470-a4e1-560d64cf4b19;RANCAGUA;RANCAGUA;;;;;
5ce1d665-47ad-4797-af16-3fd8a3fb4f01;CAUQUENES;CAUQUENES - CAUQUENES;;;;;
4e3ba038-0cf1-4993-81bd-7b45e2c005b8;CORONEL;CORONEL;;;;;
4d76c706-8c06-4e1c-9795-d3e13a69b7b5;MARCHIHUE;MARCHIHUE;;;;;
4eed1461-f924-4725-96d9-516ff274d34e;SAN MIGUEL;;;;;;
a7dfe4cd-aa8b-48a8-a126-492d7e837c20;PUENTE ALTO;;;;;;
34fcb678-e350-4759-9498-9463add5d328;MARÍA PINTO;MARÍA PINTO;;;;;
5f0bb439-a5af-4f41-8808-61c3668c9625;ALTO BIOBÍO;ALTO BIOBÍO;;;;;
fb39a232-a271-4d1c-a614-feeb75b87b87;ALTO BIOBÍO;ALTO BIOBÍO;;;;;
facf1610-110d-4eff-b7b8-5ef5ab76b246;MARÍA PINTO;MARÍA PINTO;;;;;
29fa435c-a04d-48ef-b314-049400d3f94e;ANCUD;ANCUD - ANCUD;;;;;
3cd39778-33b8-4592-bf53-e367ec3dd5b0;COMBARBALÁ;COMBARBALÁ;;;;;
21cec442-5d17-4ccd-8a72-94f206cedc7b;RECOLETA;;;;;;
790e3aa5-a7b7-40a3-a2ca-1a92c9a446e7;PUNTA ARENAS;PUNTA ARENAS;;;;;
015b36cf-8c2f-422f-b030-7ca1f282b95c;CERRILLOS;;;;;;
6d47be34-37a2-48b8-a5cd-c6774073a1d2;CERRILLOS;;;;;;
d8cfb7d9-416a-4d59-989a-6ec5d0532da8;LAS CONDES;;;;;;
c591fca5-19c7-41ce-be2a-323c50496b6d;PUNTA ARENAS;PUNTA ARENAS;;;;;
6e1b2c55-8429-4e41-b850-24030c323050;PUNTA ARENAS;PUNTA ARENAS;;;;;
da149a11-f3fb-4555-9fb4-cd16a7349471;PUERTO MONTT;PUERTO MONTT - PUERTO MONTT;;;;;
4961d744-7720-46e1-8260-6530dbf38f5a;QUILICURA;;;;;;
435be4a9-3a60-4a92-8d14-63f998654d12;PORVENIR;;;;;;
77efceef-07cb-4b4f-8a5d-170c382f0d1f;PUNTA ARENAS;PUNTA ARENAS;;;;;
c1e769d8-ab91-4e55-8160-d5df5d69b36d;PUNTA ARENAS;PUNTA ARENAS;;;;;
01bb1f00-798d-49ca-8594-359f3083ceb1;PUNTA ARENAS;PUNTA ARENAS;;;;;
0a9b1066-0241-4a6f-9e34-5fa1cbf5d350;VILCÚN;VILCÚN - CHEQUENCO;;;;;
3ae9bead-9fcb-4e8f-989d-5aefd45b1446;CUNCO;CUNCO;;;;;
80f55d85-dbf0-463b-9708-b95cce093485;PEDRO AGUIRRE CERDA;;;;;;
a11aeee5-a434-461d-8122-bfb2ff7cb9e9;LA REINA;;;;;;
47b8d3fc-ee4f-4e04-860c-896d71923f93;EL MONTE;EL MONTE;;;;;
7385f457-1c4a-44b3-b808-176ebddd9c24;SAN PEDRO DE ATACAMA;SAN PEDRO DE ATACAMA - TOCONAO;;;;;
c89a792b-b0c0-4dda-a5a0-d67a490aca3e;ANDACOLLO;ANDACOLLO;;;;;
09cc1372-824d-4e4b-ae89-fb60edc237eb;EL BOSQUE;;;;;;
26162891-8df8-40f5-9462-cd44d9b70662;PUMANQUE;PUMANQUE;;;;;
189918e7-48a4-455b-8500-d064b5a36199;CASTRO;CASTRO;;;;;
24495e2b-d056-445d-a010-b5bcd8fa0134;MEJILLONES;MEJILLONES;;;;;
c3c9c90d-8d58-4f54-8f0b-b7dbf54e8885;ALTO BIOBÍO;ALTO BIOBÍO;;;;;
53a8b6c1-d412-4297-8715-f3a9208d09c1;SANTIAGO;;;;;;
beb3fec8-2116-4156-9c3a-e0449714c671;RECOLETA;;;;;;
824c8793-eac3-4ff7-8ad2-48cdcfc37d20;LO ESPEJO;;;;;;
f3536396-e888-441a-8197-6d43cd6d3c39;ALHUÉ;ALHUÉ;;;;;
05a15dd1-131f-4438-b709-5ab4c28cd8a8;PROVIDENCIA;;;;;;
751a2da3-19af-44c9-a164-b118352e0732;SAN MIGUEL;;;;;;
f831e70f-48b4-47db-9094-9b8a097f3521;MACUL;;;;;;
71587bb7-cb12-491c-a679-38d81c488cba;CHIGUAYANTE;CHIGUAYANTE;;;;;
4eaad110-e4b4-491a-94da-68308588aae1;RECOLETA;;;;;;
01fb2724-67f3-4a46-97c7-7e18b26deb93;PUENTE ALTO;;;;;;
f1056b54-c692-493b-82ad-85def241e358;PUENTE ALTO;;;;;;
2f2c9bca-2aeb-43d5-badd-fb2ff0582517;QUILPUÉ;QUILPUÉ - EL BELLOTO;;;;;
2b3c5295-eb39-4b32-b8ef-2f2ccd0f15c0;RENCA;;;;;;
